Scenario,order_size_mean,limit_price_decay_rate,mm_base_spread,n_rep,avg_spread_mean,avg_spread_CI95_lower,avg_spread_CI95_upper,price_volatility_mean,price_volatility_CI95_lower,price_volatility_CI95_upper,depth_within_5_ticks_mean,depth_within_5_ticks_CI95_lower,depth_within_5_ticks_CI95_upper,mm_final_pnl_per_1k_trades_mean,mm_final_pnl_per_1k_trades_CI95_lower,mm_final_pnl_per_1k_trades_CI95_upper,mm_final_inventory_mean,mm_final_inventory_CI95_lower,mm_final_inventory_CI95_upper,mm_realized_spread_mean,mm_realized_spread_CI95_lower,mm_realized_spread_CI95_upper
S41,5.0,0.3,0.1,5,0.6757703734308074,0.6603403652461912,0.6912003816154235,1.945268005363558e-06,1.7606138065891436e-06,2.129922204137973e-06,0.0,0.0,0.0,7.440568928827931,6.281066246650785,8.600071611005077,1.0,-1.3229406353851942,3.3229406353851942,-0.0784035757764762,-0.0861910033193959,-0.0706161482335566
S42,5.0,0.3,0.25,5,0.7328015444730432,0.7241501253297782,0.7414529636163083,1.713436265033463e-06,1.582365881679002e-06,1.844506648387924e-06,3.0,-2.267934198510506,8.267934198510506,17.984428892418343,17.051455298645564,18.91740248619112,-1.8,-5.245477765151343,1.6454777651513437,-0.1961833280262327,-0.2021767831900902,-0.1901898728623753
S43,5.0,0.3,0.5,5,0.8387611976004775,0.8262349982422933,0.8512873969586617,1.6450677598542232e-06,1.547019983298815e-06,1.7431155364096314e-06,0.0,0.0,0.0,32.42762348775922,31.33489877226275,33.52034820325569,-1.8,-5.245477765151343,1.6454777651513437,-0.3691879853391339,-0.3730037519455927,-0.3653722187326751
S44,5.0,0.3,1.0,5,0.9844909305399416,0.9686858098159636,1.0002960512639194,1.994361152610904e-06,1.8716917532321445e-06,2.1170305519896638e-06,0.0,0.0,0.0,46.35148371722899,44.38262490274808,48.32034253170989,0.8,-4.197601189356039,5.797601189356039,-0.5583877922581215,-0.5696392882292656,-0.5471362962869775
S45,5.0,0.3,2.0,5,1.1030236460300602,1.089085219233485,1.1169620728266354,2.687195751976157e-06,2.545713592300129e-06,2.828677911652185e-06,0.0,0.0,0.0,40.02438392014734,37.8080009537827,42.24076688651199,2.4,-6.184559939566521,10.98455993956652,-0.6527843503584887,-0.6752884377260933,-0.6302802629908841
S46,5.0,0.5,0.1,5,0.4246272689405426,0.4198233055775962,0.4294312323034891,7.319157867142752e-07,7.011135445594043e-07,7.62718028869146e-07,4.0,-7.105780420791195,15.105780420791197,6.938515686320346,6.363249604256264,7.513781768384428,-1.0,-2.2416639982037667,0.2416639982037665,-0.0820011092158454,-0.0848223659443354,-0.0791798524873554
S47,5.0,0.5,0.25,5,0.4815217871293259,0.4732100143858846,0.4898335598727672,6.353059693857328e-07,6.013453562007106e-07,6.69266582570755e-07,0.0,0.0,0.0,16.059072037207862,15.44444391763844,16.673700156777286,-1.8,-5.462382628097132,1.862382628097132,-0.1882183955951467,-0.19007470735607,-0.1863620838342233
S48,5.0,0.5,0.5,5,0.5628089103587148,0.5571124649507735,0.5685053557666562,6.92965638824432e-07,6.590154701794739e-07,7.269158074693902e-07,0.0,0.0,0.0,24.50390062770487,23.598044287520743,25.409756967888995,-2.4,-7.095394725411879,2.2953947254118785,-0.2974548696964634,-0.3042178370003096,-0.2906919023926171
S49,5.0,0.5,1.0,5,0.6446809755113077,0.6382392862255574,0.6511226647970579,9.212181471406302e-07,8.842626437572569e-07,9.581736505240033e-07,0.0,0.0,0.0,25.15954694117659,24.387789951737027,25.931303930616156,3.2,-3.1555733409509577,9.555573340950955,-0.376061472045453,-0.3830982334488236,-0.3690247106420824
S5,1.0,0.05,2.0,5,3.997318700826978,3.950172113493324,4.044465288160632,1.79477163823441e-05,1.550124294223476e-05,2.039418982245344e-05,0.0,0.0,0.0,689.170324423234,671.2205728937781,707.1200759526898,0.0,-6.391856642442563,6.391856642442563,-1.63612806148202,-1.6475023307240393,-1.6247537922400006
S50,5.0,0.5,2.0,5,0.6895537784888598,0.6768941125835495,0.7022134443941701,1.1206684765139147e-06,1.0716533026372462e-06,1.1696836503905832e-06,0.0,0.0,0.0,10.345357035956216,7.623511809687226,13.067202262225209,2.4,-16.76752816982271,21.567528169822708,-0.3949177110564023,-0.4178209714712294,-0.3720144506415751
S51,10.0,0.05,0.1,5,3.79558154847832,3.67060015335698,3.9205629435996583,4.646765432845393e-05,3.238987534107659e-05,6.054543331583127e-05,0.0,0.0,0.0,5.174857316207367,1.6318949301186372,8.717819702296097,3.2,-14.21430990847573,20.61430990847573,0.0517201406953062,-0.0200102343562713,0.1234505157468839
S52,10.0,0.05,0.25,5,3.8583578288102887,3.778690016322379,3.938025641298198,4.5610745543805e-05,3.269366017737203e-05,5.852783091023797e-05,0.0,0.0,0.0,11.295185150955612,7.627593532808218,14.962776769103009,2.0,-20.401628226173887,24.401628226173887,-0.0841392489086056,-0.1226043120640087,-0.0456741857532026
S53,10.0,0.05,0.5,5,3.981415240524031,3.901267281768969,4.061563199279092,4.495886226873968e-05,3.318640583267243e-05,5.6731318704806926e-05,0.0,0.0,0.0,20.33254869131662,15.684229749331015,24.980867633302225,5.0,-20.822432147617207,30.822432147617207,-0.3152859350782978,-0.3388899582245638,-0.2916819119320317
S54,10.0,0.05,1.0,5,4.194117635010143,4.146834743916597,4.241400526103688,4.0584157883036095e-05,2.6894295739544057e-05,5.427402002652813e-05,0.0,0.0,0.0,39.89073092295472,37.11468049711841,42.66678134879103,1.8,-11.642123923540677,15.242123923540676,-0.7566611465964387,-0.7816396940348358,-0.7316825991580416
S55,10.0,0.05,2.0,5,4.71739554002946,4.6449612637169055,4.789829816342015,3.833896862634706e-05,2.6227420060982903e-05,5.045051719171121e-05,0.0,0.0,0.0,77.04954995003655,74.30770616989989,79.79139373017321,-1.2,-7.4946364271488175,5.094636427148817,-1.653181456594681,-1.6815409772791434,-1.6248219359102185
S56,10.0,0.1,0.1,5,1.9484659866444891,1.8884404877821408,2.008491485506838,1.4981513177530245e-05,1.26903229139614e-05,1.727270344109909e-05,0.0,0.0,0.0,3.930682098987326,1.8956466958968967,5.965717502077755,4.0,-8.197413465485726,16.197413465485724,-0.0485020548939543,-0.0944465084509827,-0.002557601336926
S57,10.0,0.1,0.25,5,1.991351711292564,1.9598887579434745,2.022814664641653,1.4169612584996915e-05,1.1464717990833116e-05,1.6874507179160718e-05,0.0,0.0,0.0,10.039247473463556,8.591087638557266,11.487407308369846,0.4,-13.746253464423363,14.546253464423366,-0.1630328723533753,-0.1918050804174871,-0.1342606642892636
S58,10.0,0.1,0.5,5,2.0967879391138653,2.080460273961846,2.1131156042658845,1.3322026279545796e-05,1.0640293843183777e-05,1.6003758715907815e-05,0.0,0.0,0.0,19.403985549494703,17.752109934309335,21.05586116468008,0.2,-9.631909207986885,10.031909207986882,-0.3836803254849383,-0.4044301259157035,-0.3629305250541731
S59,10.0,0.1,1.0,5,2.356429654033417,2.318896403119715,2.39396290494712,1.2227273572107964e-05,9.769992932855424e-06,1.4684554211360503e-05,0.0,0.0,0.0,38.18050239360871,36.40753633846012,39.953468448757306,-0.6,-7.546663433823958,6.346663433823959,-0.8134539769265196,-0.8276165707742179,-0.7992913830788212
S6,1.0,0.1,0.1,5,1.5349429997216428,1.5191135787199426,1.550772420723343,6.769288398123964e-06,6.103599442788357e-06,7.43497735345957e-06,0.0,0.0,0.0,38.13058897152597,32.189149557142194,44.07202838590975,4.2,-0.7976011893560369,9.197601189356035,0.0153619342645623,0.0084841706565797,0.0222396978725449
S60,10.0,0.1,2.0,5,2.750868768042741,2.7213504971721885,2.7803870389132945,1.3274340487834166e-05,1.0726103555064369e-05,1.5822577420603965e-05,0.0,0.0,0.0,64.68445198837885,62.82160730500634,66.54729667175137,-0.8,-8.818111966102409,7.218111966102408,-1.4273218467391338,-1.450249353915809,-1.4043943395624583
S61,10.0,0.2,0.1,5,1.0066971481881446,0.9798770088890112,1.0335172874872782,4.386042942576275e-06,3.7987148639201344e-06,4.973371021232415e-06,0.8,-1.4211560841582391,3.021156084158239,3.675764516256632,2.8440452978447395,4.507483734668525,1.2,-5.735557649849312,8.135557649849313,-0.0769521167507909,-0.0973008613757541,-0.0566033721258276
S62,10.0,0.2,0.25,5,1.0549236841529956,1.0447165653097756,1.0651308029962157,3.98936458793274e-06,3.507311395403631e-06,4.471417780461849e-06,0.0,0.0,0.0,9.263034752375018,8.43207335941265,10.093996145337387,-0.8,-6.8447488600535005,5.244748860053501,-0.1941754205652899,-0.2061659452801138,-0.1821848958504661
S63,10.0,0.2,0.5,5,1.1701266332405915,1.1498692465791844,1.1903840199019986,3.575387158971349e-06,3.0804355084170848e-06,4.070338809525613e-06,4.0,-7.105780420791195,15.105780420791197,18.27024985973689,17.201926544862594,19.338573174611177,-3.0,-7.476883212421306,1.4768832124213065,-0.3984059578093575,-0.4133064482406484,-0.3835054673780666
S64,10.0,0.2,1.0,5,1.3675328862252123,1.354047202488572,1.381018569961853,3.8043677440949793e-06,3.397048043337005e-06,4.211687444852953e-06,0.0,0.0,0.0,31.542583208451283,31.25945416353988,31.82571225336269,-0.2,-4.261589034289213,3.8615890342892127,-0.7027273201601846,-0.7116169186190231,-0.693837721701346
S65,10.0,0.2,2.0,5,1.5776226752085392,1.5591649624135695,1.5960803880035086,5.024541391007727e-06,4.390074876032335e-06,5.659007905983118e-06,0.0,0.0,0.0,37.95953582498967,36.50989049407133,39.409181155908016,2.8,-8.074311539412154,13.674311539412155,-0.93631408408994,-0.966568340058863,-0.9060598281210168
S66,10.0,0.3,0.1,5,0.6863657923998862,0.6733372593764155,0.6993943254233568,2.034974408609337e-06,1.854740645842468e-06,2.2152081713762064e-06,2.2,-3.9081792314351578,8.308179231435158,3.546914325411352,3.085786552184488,4.008042098638216,0.6,-6.346663433823959,7.546663433823958,-0.0783578494693581,-0.0892183870995013,-0.0674973118392149
S67,10.0,0.3,0.25,5,0.7404959630101743,0.726548339894843,0.7544435861255055,1.7732410182997357e-06,1.5708402765162863e-06,1.9756417600831846e-06,0.0,0.0,0.0,8.996962496702668,8.4656288363823,9.528296157023036,0.8,-2.1644321650666205,3.76443216506662,-0.1980426367537023,-0.2039321373898669,-0.1921531361175377
S68,10.0,0.3,0.5,5,0.8466644850270383,0.835971454469186,0.8573575155848906,1.7063480675038288e-06,1.5440958000077853e-06,1.8686003349998724e-06,0.0,0.0,0.0,16.462302719395744,15.952646006712902,16.971959432078588,-2.0,-5.724991994611299,1.7249919946112997,-0.3745045339483388,-0.3783427578215561,-0.3706663100751215
S69,10.0,0.3,1.0,5,0.9943850749097476,0.9834208768982716,1.0053492729212234,2.0586717241007446e-06,1.8865490655306611e-06,2.230794382670828e-06,0.0,0.0,0.0,23.84045374058878,22.933423592313023,24.74748388886454,0.0,-9.081989177338404,9.081989177338404,-0.5651173207935118,-0.5786196094371134,-0.5516150321499103
S7,1.0,0.1,0.25,5,1.569698647733516,1.5542617786162851,1.5851355168507466,5.680092903297357e-06,5.0302658571388965e-06,6.329919949455818e-06,0.0,0.0,0.0,93.17053268019096,86.1117689381979,100.22929642218404,3.0,-2.1942531684178483,8.194253168417848,-0.1369485280903438,-0.1448309094037876,-0.1290661467769
S70,10.0,0.3,2.0,5,1.1070948926034363,1.093436897450891,1.1207528877559816,2.6958451358806564e-06,2.484288493190055e-06,2.907401778571258e-06,0.0,0.0,0.0,20.72731532771773,19.04900581118476,22.40562484425069,4.8,-9.503408774993904,19.103408774993905,-0.6601782469374883,-0.6803483727883074,-0.6400081210866692
S71,10.0,0.5,0.1,5,0.4291981321825043,0.4244599027317571,0.4339363616332515,7.618231159037713e-07,7.077421067084842e-07,8.159041250990584e-07,0.4,-0.7105780420791198,1.51057804207912,3.3579767653467663,3.144153734439744,3.5717997962537886,1.4,-1.716551901050709,4.516551901050709,-0.0817198012458007,-0.0850999965719415,-0.0783396059196598
S72,10.0,0.5,0.25,5,0.4860526903771633,0.4786759640104404,0.4934294167438863,6.745425154562229e-07,6.151702418400807e-07,7.33914789072365e-07,0.0,0.0,0.0,8.089908003337744,7.685693687868123,8.494122318807365,-0.6,-4.4870231472769175,3.287023147276918,-0.18616836623762,-0.1897048459567382,-0.1826318865185018
S73,10.0,0.5,0.5,5,0.5687875925919211,0.5605765116241693,0.5769986735596729,7.242892344422756e-07,6.795902060618148e-07,7.689882628227364e-07,0.0,0.0,0.0,12.557265124215707,12.06840155773915,13.046128690692264,0.6,-2.977199284470116,4.177199284470116,-0.2987138509769694,-0.3030315683516353,-0.2943961336023036
S74,10.0,0.5,1.0,5,0.6458868748785564,0.6379684845942075,0.6538052651629054,9.313133496830008e-07,8.781323121161155e-07,9.844943872498865e-07,0.0,0.0,0.0,12.88340219517568,12.470007274540508,13.296797115810854,1.4,-8.936433295454028,11.73643329545403,-0.3779425847686672,-0.3859236184586495,-0.3699615510786849
S75,10.0,0.5,2.0,5,0.6907075395750955,0.6773109418006535,0.7041041373495374,1.121165063856669e-06,1.0503266751430035e-06,1.1920034525703344e-06,0.0,0.0,0.0,5.163295582907159,3.4477135572369555,6.878877608577362,4.8,-13.977474087064198,23.5774740870642,-0.3931672799819416,-0.4126753390904116,-0.3736592208734716
S76,20.0,0.05,0.1,5,3.8262049430249223,3.6572419367008666,3.995167949348979,3.9265326102339886e-05,2.4654978068579735e-05,5.387567413610003e-05,0.0,0.0,0.0,2.368994805302496,0.2925469215191629,4.445442689085828,4.4,-13.924537694305467,22.724537694305468,0.0385950110677644,-0.0708427592354777,0.1480327813710067
S77,20.0,0.05,0.25,5,3.863562638816089,3.778520991194257,3.948604286437921,3.8172994809741074e-05,2.3512237141604125e-05,5.283375247787802e-05,0.0,0.0,0.0,5.626945768059338,3.881293058752327,7.372598477366349,2.4,-19.401724703596788,24.201724703596785,-0.0793520000794338,-0.1215725136272788,-0.0371314865315888
S78,20.0,0.05,0.5,5,3.995462570260993,3.915217971102348,4.075707169419638,3.8097266118773175e-05,2.457363944146024e-05,5.162089279608611e-05,0.0,0.0,0.0,10.132042635749473,8.064658543656995,12.199426727841953,5.2,-17.969596597273625,28.369596597273624,-0.3162567155838326,-0.3478003283094899,-0.2847131028581753
S79,20.0,0.05,1.0,5,4.20157605744046,4.174522229600251,4.228629885280668,3.396146223319323e-05,2.1323670114201192e-05,4.659925435218528e-05,0.0,0.0,0.0,19.94894510884497,18.378037736722145,21.519852480967806,1.2,-13.554396063623656,15.954396063623657,-0.7620913393396992,-0.7851812124785886,-0.7390014662008098
S8,1.0,0.1,0.5,5,1.6852513791240902,1.6651989087786343,1.7053038494695458,4.696281991788524e-06,4.353781619238688e-06,5.03878236433836e-06,0.0,0.0,0.0,180.66272662734127,172.82938152621776,188.4960717284648,0.0,-6.800873806582569,6.800873806582569,-0.3799348341206698,-0.3905176021032485,-0.3693520661380911
S80,20.0,0.05,2.0,5,4.727194009250542,4.657984054631435,4.796403963869648,3.225217891556127e-05,1.9015276208355585e-05,4.548908162276696e-05,0.0,0.0,0.0,37.82796794974731,36.37754873205568,39.27838716743894,-0.6,-5.212577032983623,4.012577032983624,-1.6318003195823991,-1.662290282224338,-1.6013103569404603
S81,20.0,0.1,0.1,5,1.959017333104428,1.897919355816874,2.020115310391981,1.3569885358897402e-05,1.1169943084083116e-05,1.596982763371169e-05,0.8,-1.4211560841582391,3.021156084158239,2.1053695379631434,1.1260908010782722,3.084648274848014,2.4,-8.86429476572015,13.66429476572015,-0.0417970105085734,-0.0969981448790139,0.013404123861867
S82,20.0,0.1,0.25,5,2.00588101687761,1.9545725217117396,2.0571895120434807,1.3024548138113725e-05,1.0555562160175049e-05,1.5493534116052397e-05,0.8,-1.4211560841582391,3.021156084158239,4.93317218983135,4.201140315928962,5.6652040637337375,1.0,-11.933586086667413,13.933586086667413,-0.1669851050922441,-0.1937385207929179,-0.1402316893915703
S83,20.0,0.1,0.5,5,2.102828038360516,2.0831986284724997,2.1224574482485323,1.186495004613782e-05,9.361560995023734e-06,1.4368339097251904e-05,0.0,0.0,0.0,9.663092905131291,8.7797239021878,10.546461908074786,0.4,-11.910646137388408,12.710646137388409,-0.3808237439091452,-0.394486475122956,-0.3671610126953343
S84,20.0,0.1,1.0,5,2.352293801587811,2.315203633098887,2.3893839700767354,1.0974939942838712e-05,8.37663756529699e-06,1.3573242320380431e-05,0.0,0.0,0.0,18.72069938345726,18.11923775851474,19.322161008399775,-3.8,-6.021156084158239,-1.578843915841761,-0.8025746735428857,-0.8173991533208341,-0.7877501937649373
S85,20.0,0.1,2.0,5,2.759035088973936,2.719900170752416,2.798170007195456,1.2244774801028473e-05,8.88490302150356e-06,1.5604646580553382e-05,0.0,0.0,0.0,32.31156733894888,31.148920109533925,33.47421456836383,1.4,-8.121223329215598,10.921223329215598,-1.4257689576645531,-1.4379842849991995,-1.4135536303299068
S86,20.0,0.2,0.1,5,1.0073450841983116,0.9875895951095934,1.0271005732870295,4.166056851655652e-06,3.797214015652441e-06,4.534899687658863e-06,0.0,0.0,0.0,1.8681683934290043,1.4703394400421543,2.2659973468158543,1.6,-10.521337379459828,13.721337379459827,-0.0748433343413516,-0.0907417888759896,-0.0589448798067136
S87,20.0,0.2,0.25,5,1.0544696256165134,1.0438402438647658,1.065099007368261,3.734341957742444e-06,3.337329286380902e-06,4.131354629103986e-06,0.0,0.0,0.0,4.634005310677143,4.269188190617558,4.998822430736728,1.4,-2.680524283949542,5.480524283949542,-0.1912610548132022,-0.1956594506981692,-0.1868626589282352
S88,20.0,0.2,0.5,5,1.1727875419747178,1.156649140376438,1.1889259435729975,3.450290010318663e-06,3.0092999179148995e-06,3.891280102722426e-06,0.0,0.0,0.0,9.065247414503846,8.682278440149116,9.448216388858576,-1.4,-8.178166318125708,5.378166318125709,-0.3993681482605933,-0.4079260294972429,-0.3908102670239438
S89,20.0,0.2,1.0,5,1.3744614761987886,1.3577234750179938,1.3911994773795833,3.7130070241088377e-06,3.1417732530176395e-06,4.284240795200036e-06,0.0,0.0,0.0,15.737035910913622,15.410080106031655,16.063991715795588,-1.2,-8.40807072838993,6.00807072838993,-0.7023578801462071,-0.7120107550504879,-0.6927050052419264
S9,1.0,0.1,1.0,5,1.991807631967372,1.9615276640971249,2.022087599837619,4.827085698257943e-06,4.339831935612314e-06,5.314339460903572e-06,0.0,0.0,0.0,336.0899754088144,324.5056822843239,347.6742685333049,-0.2,-2.240262141974771,1.840262141974771,-0.8122257878690912,-0.8195263110622273,-0.804925264675955
S90,20.0,0.2,2.0,5,1.5794301915152116,1.5615620784598747,1.5972983045705484,4.790360224876604e-06,4.046374459185113e-06,5.534345990568096e-06,0.0,0.0,0.0,18.984091099479077,18.27174515274268,19.696437046215465,-1.2,-8.461346181507214,6.061346181507214,-0.9408413063747648,-0.9549507532769562,-0.9267318594725734
S91,20.0,0.3,0.1,5,0.6883724747326567,0.6784058196662734,0.69833912979904,1.9892910412096844e-06,1.875043947128122e-06,2.103538135291247e-06,0.0,0.0,0.0,1.7440637314660008,1.5328822343831836,1.955245228548818,1.0,-1.9119601927901584,3.911960192790159,-0.0819508362951982,-0.0876506929411661,-0.0762509796492302
S92,20.0,0.3,0.25,5,0.7410853277826088,0.7284600668612033,0.7537105887040143,1.7453344653679835e-06,1.5690036521776434e-06,1.921665278558324e-06,9.2,-16.343294967819748,34.74329496781975,4.463738038556992,4.233069397301148,4.694406679812835,0.4,-2.174769267929082,2.974769267929082,-0.1957873937727579,-0.2013072363582358,-0.19026755118728
S93,20.0,0.3,0.5,5,0.8514652648321333,0.8379989187745088,0.8649316108897577,1.7178643452123114e-06,1.5040340798422866e-06,1.931694610582336e-06,0.0,0.0,0.0,8.317601202820967,8.008805761107235,8.6263966445347,-0.8,-4.861589034289213,3.261589034289213,-0.3744156565185171,-0.3786923032652593,-0.3701390097717749
S94,20.0,0.3,1.0,5,0.9955611542779852,0.9822239695020216,1.008898339053949,2.021727841254668e-06,1.7923546528095638e-06,2.251101029699772e-06,0.0,0.0,0.0,11.974158243038184,11.65233010524476,12.295986380831607,3.4,-2.054849131699475,8.854849131699474,-0.5644085152289676,-0.5774633736512911,-0.5513536568066442
S95,20.0,0.3,2.0,5,1.1101804182488837,1.0976609814617313,1.122699855036036,2.6431928672034616e-06,2.337473106034389e-06,2.948912628372534e-06,0.0,0.0,0.0,10.503207555134324,9.82516427036845,11.181250839900198,4.4,-3.7231780685784255,12.523178068578426,-0.6571693126402725,-0.6741053256655913,-0.6402332996149536
S96,20.0,0.5,0.1,5,0.4313534133543069,0.4232211214727205,0.4394857052358932,7.69325130117982e-07,7.17971325185688e-07,8.20678935050276e-07,13.8,-11.101477840479731,38.70147784047973,1.718724754548786,1.5314542497639512,1.905995259333621,1.0,-5.511340938852188,7.511340938852188,-0.08508032299587,-0.0892991175743048,-0.0808615284174353
S97,20.0,0.5,0.25,5,0.4871822081584344,0.4815820723063604,0.4927823440105083,6.773808272903131e-07,6.205710063993274e-07,7.341906481812988e-07,0.0,0.0,0.0,4.024832420161822,3.834771191503033,4.214893648820611,0.6,-3.0833706659839697,4.28337066598397,-0.1871456111545462,-0.1894853093935949,-0.1848059129154975
S98,20.0,0.5,0.5,5,0.5673465047170618,0.5598630508647012,0.5748299585694224,7.322226865234735e-07,6.657235345633306e-07,7.987218384836165e-07,0.0,0.0,0.0,6.221947723610277,5.927085435248921,6.516810011971632,-0.8,-4.131734126237358,2.5317341262373585,-0.2987108929521135,-0.3012470843874608,-0.2961747015167662
S99,20.0,0.5,1.0,5,0.6473899978382125,0.6382597212731,0.6565202744033249,9.310271652821526e-07,8.610647316959701e-07,1.0009895988683352e-06,0.0,0.0,0.0,6.580357319307521,6.295943728467101,6.864770910147941,0.4,-9.936433295454028,10.73643329545403,-0.3823042727262081,-0.3938261644556694,-0.3707823809967469
